,Address,Walk_Score,Transit_Score,Bike_Score
4945,"900 Buffalo Trl, Stanton, TX 79782",34,0,37
4946,"144-148 S 33rd St, San Jose, CA 95116",73,53,61
4947,"2721 Beck St, Bryan, TX 77803",7,0,33
4948,"3987 Nobel Dr UNIT 351, San Diego, CA 92122",72,56,74
4949,"151 Sunny Meadows Loop #F, Wenatchee, WA 98801",0,0,2
4950,"1398 Tofts Dr, San Jose, CA 95131",22,45,44
4951,"6059 Rossie Ln, Ferndale, WA 98248",4,0,17
4952,"50 Bridge Park Dr #9AE, Brooklyn, NY 11201",0,100,0
4953,"1670 Perch Lake Rd, Andes, NY 13731",0,0,19
4954,"Legacy Plan, Spring Creek Ridge",0,0,25
4955,"11488 Cesped Dr, San Diego, CA 92124",2,0,4
4956,"1386 Orinda Pl, Escondido, CA 92029",2,13,0
4957,"1845 W 33rd Ave, Denver, CO 80211",86,71,86
4958,"113 Boston Ave SE, Orange City, IA 51041",75,0,73
4959,"1511 S Virginia Ave, Mason City, IA 50401",17,18,32
4960,"2203 W Kiernan Ave, Spokane, WA 99205",60,38,53
4961,"2463 Glen Ellen Rd, Sioux City, IA 51106",0,0,7
4962,"Residence 4 Plan, Canopy Grove Haven",19,16,36
4963,"20620 W McFarlane Rd, Medical Lake, WA 99022",0,0,25
4964,"1327 S 25th St, Fort Dodge, IA 50501",32,0,0
4965,"LOT 4 Palmyra Rd, Palmer, TX 75152",2,0,14
4966,"308 W Ohio St, Lenox, IA 50851",33,0,42
4967,"8212 N Panorama Dr, Spokane, WA 99208",1,19,11
4968,"1260 Locust St, San Jose, CA 95110",69,57,94
4969,"535 N Park Ave, Centerville, IA 52544",67,0,51
4970,"1520 10th Ave, San Diego, CA 92101",92,77,51
4971,"3019 Windmill Ln, Farmers Branch, TX 75234",31,24,47
4972,"111-22 158th St, Jamaica, NY 11433",0,72,0
4973,"220 Encinitas Ave, San Diego, CA 92114",33,41,22
4974,"2001 N Lincoln St #3223, Denver, CO 80202",27,0,0
4975,"2967 B St APT 10, San Diego, CA 92102",82,41,57
4976,"183 Amsterdam Ave, Hawthorne, NY 10532",27,0,0
4977,"1001 E 17th Ave APT 23, Denver, CO 80218",83,74,98
4978,"1931 Estrella De Mar Ct UNIT A, Carlsbad, CA 92009",46,26,0
4979,"5503 Adobe Falls Rd UNIT 3, San Diego, CA 92120",18,42,21
4980,"22 E 3rd St, Earlville, IA 52041",24,0,28
4981,"3237 4th Ave, Council Bluffs, IA 51501",51,0,48
4982,"12991 Via Esperia, Del Mar, CA 92014",31,0,21
4983,"9932 63rd Avenue Ct E, Puyallup, WA 98373",5,0,16
4984,"4018 Tuers Rd, San Jose, CA 95121",11,36,50
4985,"1108 NW Boulder Brook Dr, Ankeny, IA 50023",16,0,28
4986,"1132 21st Ave SW, Cedar Rapids, IA 52404",35,22,38
4987,"5116 70th St, San Diego, CA 92115",77,46,50
4988,"2521 S Cecelia St, Sioux City, IA 51106",36,21,21
4989,"2610 Big Woods Rd, Cedar Falls, IA 50613",6,0,66
4990,"1016 Bentwater Pkwy, Granbury, TX 76049",3,0,22
4991,"1603 Marshall St, Houston, TX 77006",81,50,82
4992,"207 5th Ave #1012, San Diego, CA 92101",0,100,0
4993,"The Reynolds (890) Plan, Turner's Crossing - Reserve Collection",0,0,17
4994,"1750 Wewatta St #1200, Denver, CO 80202",91,85,90
4995,"410 Wild Orchid, Harlingen, TX 78552",15,0,36
4996,"4545 Moorpark Ave, San Jose, CA 95129",70,41,53
4997,"9914 129th Avenue Ct #23, Anderson Island, WA 98303",0,0,0
4998,"516 Albert St, San Antonio, TX 78207",52,52,59
4999,"2501 Iowa St, Columbus City, IA 52737",0,0,25
5000,"3391 S Eudora St, Denver, CO 80222",68,44,69
5001,"10 Oakdale St #1, Staten Island, NY 10308",34,0,0
5002,"693 N Rose St, Escondido, CA 92027",67,35,69
5003,"1202 131st Street Ct E, Tacoma, WA 98445",16,0,0
5004,"4204 S South Camano Dr, Camano Island, WA 98282",1,0,1
5005,"1 Blue Jay Way, East Quogue, NY 11942",11,0,31
5006,"1927 Chicago St UNIT C, San Diego, CA 92110",59,27,58
5007,"6479 Surfside Ln, Carlsbad, CA 92011",25,33,37
5008,"5334 Borneo Cir, San Jose, CA 95123",68,43,60
5009,"1813 NW 8th St, Grimes, IA 50111",1,0,21
5010,"180 Aspen Dr, Norwalk, IA 50211",7,0,14
5011,"19011 Buckley Oak Dr, New Caney, TX 77357",8,0,27
5012,"6640 E Mississippi Ave APT 9, Denver, CO 80224",66,43,83
5013,"5562 Chattanooga St, San Diego, CA 92139",34,35,29
5014,"68 Beach Dr, Merrick, NY 11566",79,18,54
5015,"2202 Highland Cir, Corsicana, TX 75110",6,0,28
5016,"4114 Palisades Pl W, University Place, WA 98466",9,0,35
5017,"230 Lexington Cir, Haslet, TX 76052",0,0,0
5018,"2625 Harmony Grove Village Pkwy, Escondido, CA 92029",4,28,0
5019,"645 Front St UNIT 309, San Diego, CA 92101",97,81,87
5020,"Torrey Plan, The Summit Collection at Altaira at High Point",14,18,37
5021,"8 Van Buren Ct, Highland Mills, NY 10930",8,0,0
5022,"10537 Zenor Ln, San Diego, CA 92127",78,0,0
5023,"3315 Caminito Cabo Viejo, Del Mar, CA 92014",36,0,17
5024,"4031 Caminito Meliado, San Diego, CA 92122",39,44,55
5025,"4625 Federal Blvd, Denver, CO 80211",63,42,85
5026,"72 Babcock Ln, Tappan, NY 10983",26,0,41
5027,"11 Benton Ave E, Albia, IA 52531",69,0,50
5028,"1684 S Tennyson St, Denver, CO 80219",58,38,74
5029,"6408 Buena Vista Dr, Granbury, TX 76049",0,0,11
5030,"1499 Blake St APT 4H, Denver, CO 80202",89,90,91
5031,"925 Hygeia Ave, Encinitas, CA 92024",63,28,47
5032,"1349 Crest Dr #51, Encinitas, CA 92024",43,24,70
5033,"3204 Corte Pacifica, Carlsbad, CA 92009",12,18,11
5034,"2956 Wyandot St, Denver, CO 80211",91,64,91
5035,"41 Brookes Rd, North Babylon, NY 11703",39,0,38
5036,"1755 Halley St, San Diego, CA 92154",51,38,48
5037,"11 Creek Bend Rd, Hopewell Junction, NY 12533",1,0,0
5038,"291 Gardendale Rd, Encinitas, CA 92024",28,25,35
5039,"3890 Nobel Dr UNIT 2003, San Diego, CA 92122",68,62,81
5040,"3590 Arey Dr APT 1, San Diego, CA 92154",59,48,39
5041,"13718 NE 67th Way, Vancouver, WA 98661",9,23,47
5042,"268 Accabonac Rd, East Hampton, NY 11937",10,0,30
5043,"5316 Calumet Ave, La Jolla, CA 92037",64,34,53
5044,"55705 County Road 48, Southold, NY 11971",4,0,27
5045,"234 E 23rd St #4A, New York, NY 10010",0,100,0
5046,"Aldridge Plan, Villas at Willow Run: Single Family Homes",0,0,0
5047,"3711 Skyridge Ave, San Antonio, TX 78210",46,38,42
5048,"3420 S Coral St, Sioux City, IA 51106",38,22,21
5049,"2121 Avenue I, Fort Madison, IA 52627",61,0,57
5050,"5220 Le Barron Rd, San Diego, CA 92115",3,47,25
5051,"5408 22nd Ave SE, Lacey, WA 98503",33,34,48
5052,"8934 Rotherham Ave, San Diego, CA 92129",16,0,19
5053,"861 Compass Way, San Diego, CA 92154",10,22,4
5054,"7232 Panicum Dr, Frisco, TX 75033",2,0,24
5055,"2838 Mantis Dr, San Jose, CA 95148",18,21,35
5056,"12077 Ferncrest Pl, San Diego, CA 92128",8,28,19
5057,"4412 40th St, San Diego, CA 92116",90,52,67
5058,"711 Modern Ice Dr, San Jose, CA 95112",60,39,70
5059,"8328 Regents Rd UNIT 2J, San Diego, CA 92122",67,61,80
5060,"28414 52nd Ave S, Auburn, WA 98001",7,23,21
5061,"4494 Heppner Ln, San Jose, CA 95136",58,44,79
5062,"23116 60th Dr NW, Stanwood, WA 98292",4,0,25
5063,"1618 N Holiday Ln, Greenacres, WA 99016",24,25,42
5064,"276 Reed Dr, Massena, NY 13662",15,0,27
5065,"225 Pine St, Lockport, NY 14094",59,0,52
5066,"10227 Midsummer Mdw, Converse, TX 78109",1,0,26
5067,"314 Lake Dr, Lake Peekskill, NY 10537",2,0,0
5068,"15 Candy Ln, Port Chester, NY 10573",34,0,0
5069,"2767 S Langley Ct, Denver, CO 80210",54,38,78
5070,"12081 Rolling Oaks Dr, Whitney, TX 76692",0,0,25
5071,"13508 11th Ave NW, Marysville, WA 98271",0,0,26
5072,"510 Saddle Brook Dr SPACE 320, San Jose, CA 95136",28,41,42
5073,"1118 S Garfield St, Denver, CO 80210",83,40,53
5074,"5867 Snell Ave, San Jose, CA 95123",46,47,59
5075,"4346 Swift Ave, San Diego, CA 92104",91,54,67
5076,"9018 Ticket St, San Diego, CA 92126",83,41,67
5077,"1052 Bigleaf Pl UNIT 107, San Jose, CA 95131",63,39,68
5078,"5751 E Ithaca Pl APT 4, Denver, CO 80237",42,51,65
5079,"301 W G St UNIT 416, San Diego, CA 92101",94,80,83
5080,"13911 13th Dr SE UNIT L, Bothell, WA 98012",29,0,67
5081,"4635 Texas St UNIT 8, San Diego, CA 92116",85,50,78
5082,"24 Charles Ave, Huntington, NY 11743",61,0,0
5083,"5262 NW David Rd, Bremerton, WA 98312",6,16,0
5084,"5770 E Warren Ave APT 202, Denver, CO 80222",70,49,81
5085,"4410 Phoenix St, Ames, IA 50014",30,0,45
5086,"3921 243rd Pl SE UNIT J104, Bothell, WA 98021",28,28,22
5087,"Sunflower Plan, The Alpine Collection at Altaira at High Point",14,18,37
5088,"13715 Ridge Riv, San Antonio, TX 78230",40,29,33
5089,"1879 Pierce Ave, Niagara Falls, NY 14301",68,0,0
5090,"257 Camden Rd, Iowa City, IA 52245",16,22,62
5091,"22615 Starview Dr, Dubuque, IA 52001",7,0,13
5092,"21015 Morning Nectar Ln, Cypress, TX 77433",0,0,25
5093,"119 SW Stonegate Dr, Ankeny, IA 50023",6,0,27
5094,"4699 E Bails Pl, Denver, CO 80222",67,59,54
5095,"1011-1013 Hygeia Ave, Encinitas, CA 92024",48,0,0
5096,"4542 Polk Ave, San Diego, CA 92105",95,57,63
5097,"579 Hygeia Ave APT A, Encinitas, CA 92024",47,29,36
5098,"599 Millpond Dr, San Jose, CA 95125",50,44,61
5099,"40 Seneca Creek Rd, Buffalo, NY 14224",25,26,0
5100,"4478 Mount Herbert Ave, San Diego, CA 92117",38,43,42
5101,"2700 McKee Rd, San Jose, CA 95127",78,48,60
5102,"3540 30th St APT 5C, Long Island City, NY 11106",0,100,0
5103,"10509 Caminito Basswood, San Diego, CA 92131",59,23,31
5104,"1135 Kelton Rd, San Diego, CA 92114",25,41,18
5105,"2908 S Lowell Blvd, Denver, CO 80236",22,32,45
5106,"1 Newburg Rd, Grinnell, IA 50112",0,0,14
5107,"2652 King St, Denver, CO 80211",59,40,75
5108,"14961 62nd Ave S, Tukwila, WA 98168",31,44,32
5109,"309 W Cedar St, Nocona, TX 76255",52,0,45
5110,"1016 W 15th St S, Newton, IA 50208",28,0,40
5111,"2716 NE 86th Cir, Vancouver, WA 98665",30,0,0
5112,"3923 Suncrest Ave, San Jose, CA 95132",0,0,15
5113,"3173 W Ohio Ave, Denver, CO 80219",77,47,55
5114,"1 Buff Rd, Saratoga Springs, NY 12866",14,16,29
5115,"657 Pine Ave, Norwalk, IA 50211",27,0,22
5116,"1306 Green St, Oskaloosa, IA 52577",29,0,75
5117,"6946 S Forest Ridge Dr, Spokane, WA 99224",41,0,0
5118,"67 Franklin St, New York, NY 10013",99,100,85
5119,"2432 Wilbur Ave, San Diego, CA 92109",26,40,25
5120,"1625 Frederick St SE, Olympia, WA 98501",22,28,74
5121,"5205 Warren St, Davenport, IA 52806",44,0,33
5122,"8835 Bridgeport Kirkville Rd, Kirkville, NY 13082",15,0,31
5123,"2685 S Dayton Way APT 73, Denver, CO 80231",37,37,66
5124,"2602 Annie Rae Way, Corpus Christi, TX 78418",2,12,0
5125,"6500 Collins Rd, West Richland, WA 99353",1,0,6
5126,"5680 Brook View Ave, Des Moines, IA 50317",7,0,24
5127,"5612 Quiet Cir, Amarillo, TX 79109",25,22,35
5128,"59 Monte Verano Ct, San Jose, CA 95116",64,55,56
5129,"2815 W Parkside Pl, Denver, CO 80221",49,40,51
5130,"6670 NE 138th Pl, Vancouver, WA 98682",44,26,50
5131,"0 Newburg Rd, Grinnell, IA 50112",81,0,91
5132,"1056 Summershore Ct, San Jose, CA 95122",41,41,56
5133,"21121 Creek Rd, Manvel, TX 77578",1,0,26
5134,"1625 Larimer St APT 2808, Denver, CO 80202",94,90,91
5135,"325 7th Ave UNIT 1406, San Diego, CA 92101",98,80,88
5136,"LOT 1 Palmyra Rd, Palmer, TX 75152",2,0,14
5137,"Plan 2 Plan, Palmer at 3 Roots",28,12,20
5138,"321 3rd St UNIT 201, Kirkland, WA 98033",92,50,62
5139,"371 Los Encinos St #371, San Jose, CA 95134",35,51,75
5140,"4127 Bayard St, San Diego, CA 92109",86,43,96
5141,"Revelation Plan, Central Park : The Generations Collection",0,100,0
5142,"6343 Camino De La Costa, La Jolla, CA 92037",36,33,59
5143,"3119 Castle Canyon Way, San Jose, CA 95135",4,0,8
5144,"4403 SE 169th Ct, Vancouver, WA 98683",4,41,14
5145,"261 Cannikin Dr, San Jose, CA 95116",57,53,62
5146,"3980 8th Ave UNIT 211, San Diego, CA 92103",96,55,71
5147,"5390 Hennessy Pl, San Jose, CA 95118",76,34,54
5148,"125 Patterson St UNIT 139, San Jose, CA 95112",89,56,94
5149,"405 E Mandalay Dr, Olmos Park, TX 78212",38,30,45
5150,"100 Harbor Dr UNIT 1004, San Diego, CA 92101",24,38,36
5151,"122 E Ridgegate Dr, Garland, TX 75040",29,28,34
5152,"5745 Friars Rd UNIT 75, San Diego, CA 92110",58,50,68
5153,"Tealight 2 Plan, Tealight Portfolio at Central Park",0,0,19
5154,"2645 Reed Rd, Escondido, CA 92027",18,32,0
5155,"27760 Willow Trl, Escondido, CA 92026",0,0,0
5156,"2685 S Dayton Way APT 333, Denver, CO 80231",37,37,66
5157,"1705 Cross St, Wenatchee, WA 98801",27,27,36
5158,"1109 6th Ave N, Humboldt, IA 50548",53,0,45
5159,"9459 Fairgrove Ln UNIT 204, San Diego, CA 92129",67,25,61
5160,"378 Meridian Ave, San Jose, CA 95126",83,59,69
5161,"9805 W Wagon Trail Dr, Denver, CO 80123",50,25,58
5162,"2644 S Newton St, Denver, CO 80219",24,41,47
5163,"2911 2nd Ave #912, Seattle, WA 98121",48,0,47
5164,"8431 Autry Bnd, San Antonio, TX 78254",1,0,0
5165,"2606 Sierra Peak, San Antonio, TX 78261",0,0,0
5166,"116 Russell Rd S, Bremerton, WA 98312",42,31,28
5167,"2307 Marti Dr, Milford, IA 51351",1,0,24
5168,"3101 W 47th Ave #3, Denver, CO 80211",53,42,61
5169,"1483 Florida Ave, San Jose, CA 95122",32,48,44
5170,"1011 W 9th St, Cedar Falls, IA 50613",52,24,45
5171,"504 W Fourth Plain Blvd, Vancouver, WA 98660",79,52,92
5172,"917 Cold River Run, Kyle, TX 78640",5,0,27
5173,"903 104th St E, Tacoma, WA 98445",14,0,27
5174,"800 E 18th Ave APT 207, Denver, CO 80218",76,43,97
5175,"4305 Sherman St, Denver, CO 80216",43,45,72
5176,"4130 17th St, Bremerton, WA 98312",34,25,21
5177,"435 Royal Gate Pl, San Jose, CA 95136",16,36,65
5178,"10530 Moon View Way, Escondido, CA 92026",7,0,2
5179,"1115 Malba Dr, Flushing, NY 11357",54,59,49
5180,"7964 Mission Center Ct UNIT C, San Diego, CA 92108",67,48,67
5181,"976 N 4th St, San Jose, CA 95112",73,52,91
5182,"39 Street, San Diego, CA 92116",87,49,73
5183,"1333 Gregory St, San Diego, CA 92102",41,37,30
5184,"4110 Hale Pkwy APT 1C, Denver, CO 80220",84,53,77
5185,"599 E 7th St APT 5B, Brooklyn, NY 11218",0,96,0
5186,"1108 Windsong Trl, Richardson, TX 75081",49,0,0
5187,"231 W 148th St APT 5H, New York, NY 10039",91,100,67
5188,"1649 Marconi Way, San Jose, CA 95125",80,35,58
5189,"1329 W Spruce St, San Diego, CA 92103",64,61,30
5190,"5406 Chartres St, Houston, TX 77004",85,60,67
5191,"929 S 12th Ave W, Newton, IA 50208",23,0,40
5192,"1757 S Blanchard Loop, East Wenatchee, WA 98802",20,0,16
5193,"1269 Hong Kong Dr, San Jose, CA 95131",57,37,65
5194,"6594 Pinecone Ln, San Diego, CA 92139",40,32,28
5195,"3421 Amherst St, Des Moines, IA 50313",72,36,51
5196,"385 6th Ave, Brooklyn, NY 11215",99,100,82
5197,"9025 56th Ave, Flushing, NY 11373",93,93,53
5198,"2944 51st St, San Diego, CA 92105",39,38,17
5199,"1029 E 8th Ave APT 508, Denver, CO 80218",92,50,94
5200,"14045 90th Ave NE, Kirkland, WA 98034",18,27,0
5201,"40 Chardonnay Dr, Coram, NY 11727",17,0,0
5202,"143 Jupiter St, Encinitas, CA 92024",60,0,0
5203,"180 Crestview Dr, Burlington, IA 52601",20,10,12
5204,"7325 Alicante Rd APT A, Carlsbad, CA 92009",16,23,12
5205,"5679 Brook View Ave, Des Moines, IA 50317",7,0,24
5206,"Signature 2 Plan, Signature Portfolio at Central Park",1,12,29
5207,"5313 Hunters Cir, Abilene, TX 79606",12,0,0
5208,"2541 Mobley St, San Diego, CA 92123",15,22,6
5209,"4337 SW Willow St, Seattle, WA 98136",81,49,57
5210,"0 Vineyard Dr, San Jose, CA 95119",30,30,48
5211,"3669-3671 Fairmount Ave, San Diego, CA 92105",89,53,54
5212,"343 Alfred St, North Babylon, NY 11703",10,0,0
5213,"3670 Arey Dr APT 14, San Diego, CA 92154",47,44,54
5214,"17567 Caminito Heno, San Diego, CA 92127",47,24,40
5215,"2355 Newcastle Ave, Cardiff, CA 92007",79,26,48
5216,"952 S 11th St UNIT 123, San Jose, CA 95112",68,45,96
5217,"903 Roslyn Ct, Denver, CO 80230",55,35,71
5218,"4500 Carpenter Ave, Des Moines, IA 50311",60,34,48
5219,"2311 Walton Rd, Fairfield, IA 52556",4,0,36
5220,"158 Hillsborough Dr W, Montgomery, TX 77356",1,0,0
5221,"1478 Jefferson Ave, Escondido, CA 92027",68,36,0
5222,"Hayden Plan, Painted Woods South Estates",0,0,11
5223,"883 Redbird Dr, San Jose, CA 95125",50,41,63
5224,"1064 Laguna Dr APT 20, Carlsbad, CA 92008",68,35,52
5225,"2714 14th Street Pl SW, Puyallup, WA 98373",17,0,16
5226,"7 Old Snake Hill Rd, Pound Ridge, NY 10576",0,0,0
5227,"12714 117th Street Ct E, Puyallup, WA 98374",6,0,0
5228,"Clark Plan, The Hub at Virginia Village",60,32,85
5229,"3024 18th Avenue Ct NW, Gig Harbor, WA 98335",22,0,39
5230,"1693 N Shepherd Rd UNIT 25, Washougal, WA 98671",24,0,0
5231,"107 Crows Nest Rd, Freeport, TX 77541",0,0,32
5232,"6 Claitor Way, San Jose, CA 95132",0,0,23
5233,"13369 Baxter Ave, Alden, NY 14004",38,0,40
5234,"2051 Cowan Dr, New Braunfels, TX 78132",5,0,22
5235,"1757 Tanner Falls Way, North Bend, WA 98045",11,0,25
5236,"759 H St SW, Quincy, WA 98848",42,0,43
5237,"6460 Convoy Ct SPACE 56, San Diego, CA 92117",33,31,51
5238,"1625 Larimer St APT 2904, Denver, CO 80202",94,90,91
5239,"175 S Quitman St, Denver, CO 80219",54,38,74
5240,"3540 Sierra Morena Ave, Carlsbad, CA 92010",16,29,0
5241,"12523 Mantilla Rd, San Diego, CA 92128",30,24,34
5242,"1235 N Clarkson St, Denver, CO 80218",94,75,95
5243,"0 190th St, Dike, IA 50624",36,0,0
5244,"522 E Elm St, Algona, IA 50511",58,0,51
5245,"232 S French Ave, Arlington, WA 98223",62,0,0
5246,"3401 Yosemite St, San Diego, CA 92109",53,30,82
5247,"Signature 4 Plan, Signature Portfolio at Central Park",1,12,29
5248,"2054 Sheridan Rd, Encinitas, CA 92024",25,25,29
5249,"632 Aviator Dr, Haslet, TX 76179",14,0,30
5250,"601 Binghampton St SE, Rainier, WA 98576",37,0,0
5251,"3140 Bermuda St, Malaga, WA 98828",1,0,22
5252,"95 Mulberry Ave, Staten Island, NY 10314",0,58,0
5253,"1578 S Citrus Ave, Escondido, CA 92027",4,29,25
5254,"810 College Ave, Iowa Falls, IA 50126",68,0,38
5255,"6550 Ponto Drive #154, Carlsbad, CA 92011",34,33,54
5256,"5681 Linfield Ave, San Diego, CA 92120",14,43,17
5257,"1536 Oneida St, Denver, CO 80220",81,54,61
5258,"4382 Montalvo St, San Diego, CA 92107",65,37,54
5259,"5084 Sutter Creek Cir, San Jose, CA 95136",24,46,46
5260,"6900 W Grant Ranch Blvd UNIT 8, Denver, CO 80123",28,31,31
5261,"1227 Ash St, Denver, CO 80220",82,55,77
5262,"3221 W 19th Ave UNIT 3, Denver, CO 80204",77,59,76
5263,"1055 N Capitol Ave APT 151, San Jose, CA 95133",62,50,76
5264,"4915 N Whitman St, Tacoma, WA 98407",45,0,30
5265,"2816 Carrillo Way, Carlsbad, CA 92009",18,0,0
5266,"2424 N Clay St, Denver, CO 80211",70,60,86
5267,"3023-3027 Olive St, San Diego, CA 92104",72,36,50
5268,"6636 30th Avenue Dr, Shellsburg, IA 52332",3,0,17
5269,"1011 S Valentia St UNIT 81, Denver, CO 80247",36,39,65
5270,"473 Millpond Dr, San Jose, CA 95125",38,47,54
5271,"1821 Kirklyn Dr, San Jose, CA 95124",42,35,48
5272,"200 NW 11th St, Grimes, IA 50111",24,0,36
5273,"1784 Kirkmont Dr, San Jose, CA 95124",12,36,42
5274,"Addisyn II Plan, Gateway Commons",0,0,0
5275,"1406 NE Falstaff Ln, Ankeny, IA 50021",5,0,23
5276,"2135 Sunset Dr, Escondido, CA 92025",42,31,26
5277,"370 Rosecrans St APT 304, San Diego, CA 92106",8,18,28
5278,"2525 Jefferson St APT N, Carlsbad, CA 92008",66,37,52
5279,"15062 Avenida Venusto #15062-244, San Diego, CA 92128",50,30,40
5280,"570 Beaver Lake Dr, Texarkana, TX 75501",0,0,23
5281,"1001 N Market St, Oskaloosa, IA 52577",49,0,52
5282,"746 W 24th St, Houston, TX 77008",61,39,58
5283,"5722 Sandy Cyn, San Antonio, TX 78252",0,0,7
5284,"3534 Imperial Ave, Midland, TX 79707",50,0,45
5285,"0 Brooks Rd, Bellville, TX 77418",0,0,25
5286,"297 Tradewinds Dr APT 104, San Jose, CA 95123",46,42,50
5287,"139 N Ferry Rd #A, Shelter Island, NY 11964",0,0,0
5288,"3853 Boren St, San Diego, CA 92115",43,51,27
5289,"1886 Guilder Gln, Escondido, CA 92029",26,28,0
5290,"20460 E Randolph Pl, Denver, CO 80249",5,33,36
5291,"66 Hildreth Pl, Yonkers, NY 10704",71,59,0
5292,"256 3rd St, Albany, NY 12206",74,61,68
5293,"1808 Allison St, Graham, TX 76450",11,0,15
5294,"125 S Yates Way, Denver, CO 80219",67,41,84
5295,"Chaise Plan, Green Valley Ranch",60,32,57
5296,"8111 35th Ave SW, Seattle, WA 98126",56,42,59
5297,"351 Mill Pond Dr, San Jose, CA 95125",23,46,15
5298,"9677 Welk View Dr, Escondido, CA 92026",0,0,0
5299,"434 Castlebar Ct, Houston, TX 77015",24,36,54
5300,"5366 Rex Ave, San Diego, CA 92105",77,54,34
5301,"1496 Vista Claridad, La Jolla, CA 92037",21,0,18
5302,"344 Avenida Nogales, San Jose, CA 95123",58,45,57
5303,"4978 Brewster Ave, San Jose, CA 95124",28,34,46
5304,"1966 Almaden Rd, San Jose, CA 95125",50,41,79
5305,"60 Valley Ave, Locust Valley, NY 11560",29,0,17
5306,"908 Delta Ct, San Jose, CA 95122",76,43,72
5307,"5715 Hazel Loop SE, Auburn, WA 98092",16,0,0
5308,"2 Fairmont Dr, Clifton Park, NY 12065",0,0,27
5309,"1901 Hidden Cove Ct, League City, TX 77573",14,0,0
5310,"16102 E 47th Pl, Denver, CO 80239",23,41,39
5311,"5415 Cribari Ct, San Jose, CA 95135",26,28,42
5312,"231 S. Buckhout Street #231, Irvington, NY 10533",39,0,21
5313,"14963 Bramblewood Dr, Houston, TX 77079",31,34,68
5314,"502 Pine Ave, Norwalk, IA 50211",9,0,24
5315,"13516 NW Quarterhorse Way, Bremerton, WA 98312",2,0,15
5316,"2590 S Irving St, Denver, CO 80219",42,47,57
5317,"4670 W Kentucky Ave, Denver, CO 80219",53,39,73
5318,"4969 Cherry Ave, San Jose, CA 95118",77,31,75
5319,"4024 S University Ct, Spokane, WA 99206",16,22,38
5320,"1536 Oneida St, Denver, CO 80220",81,54,61
5321,"8729 Hornbeam Dr, Fort Worth, TX 76123",0,0,22
5322,"W Spring St, Mc Gregor, IA 52157",16,0,0
5323,"1224 Valentia St, Denver, CO 80220",66,52,82
5324,"735 Spindrift Dr, San Jose, CA 95134",30,52,59
5325,"891 14th St UNIT 3102, Denver, CO 80202",94,86,93
5326,"7224 34th Ave NE, Olympia, WA 98516",7,0,0
5327,"40206 Barksdale Dr, Magnolia, TX 77354",4,0,26
5328,"248 El Bosque Dr, San Jose, CA 95134",56,53,83
5329,"1610 San Ferdinand, San Diego, CA 92154",8,27,25
5330,"910 Palm Ave, Carlsbad, CA 92008",23,15,8
5331,"413 Crocus Ln, Saranac Lake, NY 12983",8,0,25
5332,"2700 E Cherry Creek South Dr APT 407, Denver, CO 80209",42,44,88
5333,"1436 46th St, Des Moines, IA 50311",45,34,42
5334,"5925 Charlotte Dr UNIT 228, San Jose, CA 95123",52,50,64
5335,"2944 Sierra Rd, San Jose, CA 95132",31,38,46
5336,"2604 5th Ave #601, San Diego, CA 92103",91,52,55
5337,"1527 SE 8th Ave, Camas, WA 98607",14,0,0
5338,"Aldridge Plan, Villas at Brinmore",0,0,0
5339,"185 Ontario Ave, Massapequa, NY 11758",68,23,48
5340,"3131 E Alameda Ave UNIT 901, Denver, CO 80209",61,43,96
5341,"2991 S Sheridan Blvd, Denver, CO 80227",40,39,58
5342,"14 215th St SE #13, Bothell, WA 98021",11,24,13
5343,"1000 W Dakota Ave, Midland, TX 79701",55,0,47
5344,"3672 Clairemont Dr UNIT 2C, San Diego, CA 92117",51,34,52
5345,"1986 S Holly St #2, Denver, CO 80222",78,45,74
5346,"8104 Tommy Dr, San Diego, CA 92119",43,27,48
5347,"747 Willington Dr, Arlington, TX 76018",18,0,29
5348,"1436 Ozark Ave, McAllen, TX 78504",73,0,60
5349,"1532 Larkspur Dr, San Jose, CA 95125",62,31,71
5350,"1718 Virginia Ave, San Jose, CA 95116",65,51,58
5351,"11924 43rd Dr SE, Everett, WA 98208",6,0,32
5352,"6848 Quebec Ct UNIT 1, San Diego, CA 92139",39,34,29
5353,"7874 Camino Kiosco, San Diego, CA 92122",48,53,47
5354,"3325 Dorchester Dr, San Diego, CA 92123",14,26,31
5355,"40 E Depew Ave, Buffalo, NY 14214",64,57,63
5356,"Cedar Plan, Hughes Century Crossing",48,0,54
5357,"19210 143rd St E, Bonney Lake, WA 98391",17,0,25
5358,"1001 Belleview St #307, Dallas, TX 75215",74,67,58
5359,"4404 218th St SW, Mountlake Terrace, WA 98043",52,29,48
5360,"1809 Reever St, Arlington, TX 76010",63,0,46
5361,"13227 Rocklyn Dr, Urbandale, IA 50323",16,0,54
5362,"1030 Soaring Eagle Dr, Fischer, TX 78623",0,0,7
5363,"1374 N Ogden St #C, Denver, CO 80218",94,65,97
5364,"15340 Fm 1008, Dayton, TX 77575",0,0,25
5365,"4691 Albany Cir APT 135, San Jose, CA 95129",74,42,61
5366,"309 Destino Cir, San Jose, CA 95133",64,49,51
5367,"43 Scribner Hollow Rd #A-6, Hunter, NY 12442",11,0,9
5368,"1315 NW Sherman Hill Rd, Poulsbo, WA 98370",14,0,12
5369,"420 1st St, Hull, IA 51239",31,0,47
